id,project,bug,verdict,note,similarity,num_turns,total_cost_usd,wallclock_s,agent_s,patch_added_lines,patch_removed_lines,input_tokens,output_tokens,cache_read_input_tokens
Closure-55,Closure,55,PLAUSIBLE,all developer tests pass,same-files,15,0.20799579999999998,239,118,15,2,30,4024,387469
Closure-56,Closure,56,PLAUSIBLE,all developer tests pass,same-files,10,0.163033,271,82,4,0,20,1857,243660
Closure-57,Closure,57,PLAUSIBLE,all developer tests pass,identical,6,0.0744512,266,71,1,1,12,937,101981
Closure-58,Closure,58,PLAUSIBLE,all developer tests pass,identical,7,0.1036772,190,85,4,0,14,2223,133416
Closure-59,Closure,59,PLAUSIBLE,all developer tests pass,identical,20,0.2792444,339,155,2,1,40,6427,530732
Closure-60,Closure,60,PLAUSIBLE,all developer tests pass,identical,13,0.1583996,377,186,7,0,26,2787,307508
Closure-61,Closure,61,PLAUSIBLE,all developer tests pass,same-files,13,0.2550528,329,146,4,0,26,3064,444684
Closure-62,Closure,62,PLAUSIBLE,all developer tests pass,identical,8,0.1052018,282,88,1,1,16,1453,158729
Closure-64,Closure,64,PLAUSIBLE,all developer tests pass,same-files,16,0.1918338,298,113,4,4,32,3983,360569
Closure-65,Closure,65,PLAUSIBLE,all developer tests pass,identical,8,0.0915332,234,77,1,1,16,1611,142281
Closure-66,Closure,66,PLAUSIBLE,all developer tests pass,same-files,18,0.2563784,293,136,3,0,36,5967,474222
Closure-67,Closure,67,PLAUSIBLE,all developer tests pass,same-files,17,0.6205966,420,317,8,1,34,24778,694728
Closure-68,Closure,68,PLAUSIBLE,all developer tests pass,same-files,45,0.8293292000000001,473,348,4,1,90,20223,1955936
Closure-69,Closure,69,PLAUSIBLE,all developer tests pass,same-files,40,0.6708407999999998,407,248,26,0,80,14596,1608669
Closure-70,Closure,70,PLAUSIBLE,all developer tests pass,identical,16,0.2129264,261,105,1,1,32,3300,415932
Closure-71,Closure,71,PLAUSIBLE,all developer tests pass,same-files,24,0.6688796000000001,477,318,21,6,48,24727,1050348
Closure-72,Closure,72,PLAUSIBLE,all developer tests pass,different,20,0.3275548,239,148,49,0,40,8425,588139
Closure-73,Closure,73,PLAUSIBLE,all developer tests pass,identical,7,0.07772680000000001,197,64,1,1,14,1054,120274
Closure-74,Closure,74,PLAUSIBLE,all developer tests pass,same-files,18,0.43097,293,208,15,3,36,13309,642255
Closure-75,Closure,75,PLAUSIBLE,all developer tests pass,same-files,23,0.30119719999999994,289,139,3,0,46,6376,640996
Closure-76,Closure,76,PLAUSIBLE,all developer tests pass,same-files,14,0.5872438,472,390,37,10,28,26637,519494
Closure-77,Closure,77,PLAUSIBLE,all developer tests pass,identical,13,0.12987139999999997,235,88,1,0,26,2420,250142
Closure-78,Closure,78,PLAUSIBLE,all developer tests pass,identical,9,0.1107238,173,70,0,2,18,1932,174269
Closure-79,Closure,79,PLAUSIBLE,all developer tests pass,identical,32,0.5209562,352,204,2,1,54,11109,1128141
Closure-80,Closure,80,PLAUSIBLE,all developer tests pass,same-files,11,0.13595120000000002,228,85,4,0,22,2049,237676
Closure-81,Closure,81,PLAUSIBLE,all developer tests pass,same-files,72,1.2286294000000002,494,354,7,0,144,24008,3450517
Closure-82,Closure,82,PLAUSIBLE,all developer tests pass,different,56,0.8834667999999999,425,278,10,1,110,17548,2450769
Closure-83,Closure,83,PLAUSIBLE,all developer tests pass,same-files,24,0.3119703999999999,335,253,6,1,48,6451,669977
Closure-84,Closure,84,PLAUSIBLE,all developer tests pass,same-files,62,0.8542963999999998,395,275,11,0,124,17694,2378212
Closure-85,Closure,85,PLAUSIBLE,all developer tests pass,same-files,49,3.026491600000001,1521,1443,37,5,98,127881,5304698
Closure-86,Closure,86,PLAUSIBLE,all developer tests pass,same-files,22,0.395126,399,281,1,1,44,9500,744015
Closure-87,Closure,87,PLAUSIBLE,all developer tests pass,same-files,14,0.2332904,184,123,19,3,28,7123,336792
Closure-88,Closure,88,PLAUSIBLE,all developer tests pass,same-files,11,0.3344548,228,165,16,0,22,12199,334989
Closure-89,Closure,89,PLAUSIBLE,all developer tests pass,same-files,50,1.5676441999999997,638,590,4,1,100,47381,3566151
Closure-90,Closure,90,PLAUSIBLE,all developer tests pass,same-files,24,0.4239408,249,154,2,1,48,10056,823434
Closure-91,Closure,91,PLAUSIBLE,all developer tests pass,same-files,14,0.1604192,139,76,17,0,28,3552,295006
Closure-92,Closure,92,PLAUSIBLE,all developer tests pass,same-files,9,0.1313916,136,62,3,3,18,2064,199918
Closure-94,Closure,94,PLAUSIBLE,all developer tests pass,same-files,10,0.1355762,198,80,3,0,20,2229,217741
Closure-95,Closure,95,PLAUSIBLE,all developer tests pass,same-files,12,0.1611366,143,66,6,0,22,2738,261648
Closure-96,Closure,96,PLAUSIBLE,all developer tests pass,same-files,9,0.10959519999999998,174,65,4,1,18,2154,168921
Closure-97,Closure,97,PLAUSIBLE,all developer tests pass,identical,7,0.09023160000000001,103,45,2,1,14,1334,129728
Closure-98,Closure,98,PLAUSIBLE,all developer tests pass,same-files,25,0.5748798000000002,295,240,33,1,50,16414,1011984
Closure-99,Closure,99,PLAUSIBLE,all developer tests pass,same-files,12,0.21107400000000004,151,96,10,7,22,5609,296500
Closure-100,Closure,100,PLAUSIBLE,all developer tests pass,same-files,14,0.46302840000000006,285,232,10,0,24,20318,460332
Closure-101,Closure,101,PLAUSIBLE,all developer tests pass,identical,16,0.1910144,136,86,1,3,32,3938,365892
Closure-102,Closure,102,PLAUSIBLE,all developer tests pass,different,77,1.6485726000000012,532,480,11,0,154,35221,4650363
Closure-103,Closure,103,PLAUSIBLE,all developer tests pass,same-files,18,0.22423220000000002,156,93,13,4,36,4077,452791
Closure-104,Closure,104,PLAUSIBLE,all developer tests pass,identical,12,0.1414158,147,55,1,1,24,2125,245869
Closure-105,Closure,105,PLAUSIBLE,all developer tests pass,same-files,9,0.15354480000000004,137,82,6,3,18,4822,181929
Closure-106,Closure,106,PLAUSIBLE,all developer tests pass,same-files,74,1.6233419999999998,625,559,3,2,148,33974,4476340
Closure-107,Closure,107,PLAUSIBLE,all developer tests pass,identical,42,1.0869248,558,419,1,0,84,29297,2387289
Closure-108,Closure,108,PLAUSIBLE,all developer tests pass,same-files,29,0.3604898,321,195,6,1,58,8554,807539
Closure-109,Closure,109,PLAUSIBLE,all developer tests pass,same-files,8,0.12263779999999999,307,113,5,1,16,1790,174579
Closure-110,Closure,110,PLAUSIBLE,all developer tests pass,different,28,0.7755125999999999,749,510,23,9,56,29294,1206023
Closure-111,Closure,111,PLAUSIBLE,all developer tests pass,same-files,14,0.17860379999999998,339,172,1,1,28,3433,319264
Closure-112,Closure,112,PLAUSIBLE,all developer tests pass,same-files,33,0.6264952,648,481,23,12,66,17213,1263901
Closure-113,Closure,113,PLAUSIBLE,all developer tests pass,identical,24,0.3670221999999999,360,195,1,1,48,7565,774106
Closure-114,Closure,114,PLAUSIBLE,all developer tests pass,same-files,14,0.47092899999999993,368,228,2,1,28,13139,609025
Closure-115,Closure,115,PLAUSIBLE,all developer tests pass,different,29,1.3751871999999998,767,609,18,5,58,44410,2330726
Closure-116,Closure,116,PLAUSIBLE,all developer tests pass,same-files,31,0.5160244000000002,429,279,13,0,60,12991,1050787
Closure-117,Closure,117,PLAUSIBLE,all developer tests pass,same-files,24,0.5172116,531,268,13,12,48,14752,882113
Closure-118,Closure,118,PLAUSIBLE,all developer tests pass,identical,11,0.147267,352,101,4,0,22,2265,254305
Closure-119,Closure,119,PLAUSIBLE,all developer tests pass,same-files,15,0.2130068,293,161,4,0,30,4232,362089
Closure-120,Closure,120,PLAUSIBLE,all developer tests pass,same-files,32,1.1923138000000002,953,692,9,0,64,42581,2057884
Closure-121,Closure,121,PLAUSIBLE,all developer tests pass,same-files,26,1.1144033999999996,748,601,2,1,52,45631,1514922
Closure-122,Closure,122,PLAUSIBLE,all developer tests pass,same-files,15,0.22472240000000002,431,210,6,1,30,5165,389517
Closure-123,Closure,123,PLAUSIBLE,all developer tests pass,identical,17,0.18546280000000004,318,130,1,1,34,4443,358349
Closure-124,Closure,124,PLAUSIBLE,all developer tests pass,same-files,12,0.24078860000000005,369,234,3,0,24,7087,304203
Closure-125,Closure,125,PLAUSIBLE,all developer tests pass,identical,58,0.9852268,821,586,1,1,116,17576,2759809
Closure-126,Closure,126,PLAUSIBLE,all developer tests pass,identical,7,0.1216934,226,100,0,4,14,1390,157587
Closure-127,Closure,127,PLAUSIBLE,all developer tests pass,same-files,14,0.27233779999999996,298,163,24,0,28,7420,400474
Closure-128,Closure,128,PLAUSIBLE,all developer tests pass,same-files,31,0.3732496,601,380,1,1,62,8891,860638
Closure-129,Closure,129,PLAUSIBLE,all developer tests pass,different,18,0.2341228,388,140,5,1,36,5087,457614
Closure-130,Closure,130,PLAUSIBLE,all developer tests pass,different,17,0.3491980000000001,327,188,10,0,34,8178,567430
Closure-131,Closure,131,PLAUSIBLE,all developer tests pass,same-files,14,0.1610048,300,123,2,2,28,2953,310064
Closure-132,Closure,132,PLAUSIBLE,all developer tests pass,same-files,22,0.4302894,352,235,10,1,44,13597,712852
Closure-133,Closure,133,PLAUSIBLE,all developer tests pass,same-files,70,1.8663772000000003,979,818,5,0,140,57981,4321701
Closure-134,Closure,134,PLAUSIBLE,all developer tests pass,same-files,46,0.8114381999999999,316,255,26,18,92,18697,2002581
Closure-135,Closure,135,PLAUSIBLE,all developer tests pass,same-files,72,1.4438598,499,419,5,0,144,32928,3888209
Closure-136,Closure,136,PLAUSIBLE,all developer tests pass,same-files,63,2.0860094000000005,834,783,12,23,126,51432,5310157
Closure-137,Closure,137,PLAUSIBLE,all developer tests pass,different,45,1.9292993999999999,1067,980,109,74,90,69499,3808422
Closure-138,Closure,138,PLAUSIBLE,all developer tests pass,same-files,68,2.2007076000000003,1002,950,62,2,136,61224,5426413
Closure-139,Closure,139,PLAUSIBLE,all developer tests pass,same-files,40,0.8362902,304,258,35,0,80,20405,1886721
Closure-140,Closure,140,PLAUSIBLE,all developer tests pass,same-files,40,0.7354678000000001,356,271,9,1,80,19440,1668199
Closure-141,Closure,141,PLAUSIBLE,all developer tests pass,same-files,22,0.5619554,239,156,45,18,44,9860,1069777
Closure-142,Closure,142,PLAUSIBLE,all developer tests pass,same-files,29,0.3483882,181,113,23,2,58,5871,853231
Closure-143,Closure,143,PLAUSIBLE,all developer tests pass,same-files,27,0.45135440000000004,206,151,4,5,54,9400,993217
Closure-144,Closure,144,PLAUSIBLE,all developer tests pass,different,69,1.6801832,640,536,42,10,138,33320,4763341
Closure-145,Closure,145,PLAUSIBLE,all developer tests pass,same-files,9,0.127361,144,61,18,6,18,2603,184845
Closure-146,Closure,146,PLAUSIBLE,all developer tests pass,different,23,0.36716519999999997,236,129,11,6,46,6893,733891
Closure-147,Closure,147,PLAUSIBLE,all developer tests pass,different,34,0.5061656000000001,240,179,15,2,68,10002,1235888
Closure-148,Closure,148,PLAUSIBLE,all developer tests pass,same-files,59,1.6120908000000003,761,707,72,74,118,46216,3664884
Closure-149,Closure,149,PLAUSIBLE,all developer tests pass,different,46,0.5143112000000001,303,202,14,8,92,9446,1390951
Closure-150,Closure,150,PLAUSIBLE,all developer tests pass,identical,16,0.3165656,213,140,1,15,32,9529,465688
Closure-151,Closure,151,PLAUSIBLE,all developer tests pass,same-files,37,0.5735948000000002,243,182,13,0,74,11220,1336969
Closure-152,Closure,152,PLAUSIBLE,all developer tests pass,identical,21,0.325486,234,121,4,1,42,6906,644270
Closure-153,Closure,153,PLAUSIBLE,all developer tests pass,different,33,0.7231307999999999,419,300,13,0,66,17811,1537684
Closure-154,Closure,154,PLAUSIBLE,all developer tests pass,different,34,0.5623511999999999,357,219,46,0,68,14063,1189716
Closure-155,Closure,155,PLAUSIBLE,all developer tests pass,different,33,1.9145284000000005,1133,982,140,1,66,83653,2612517
Closure-156,Closure,156,PLAUSIBLE,all developer tests pass,same-files,64,1.6812966000000003,783,711,34,19,128,37951,4536978
Closure-157,Closure,157,PLAUSIBLE,all developer tests pass,different,109,2.6860708000000018,1225,1093,59,13,218,47662,8430759
Closure-158,Closure,158,PLAUSIBLE,all developer tests pass,same-files,41,0.7059140000000002,409,264,85,26,82,18010,1635655
Closure-159,Closure,159,PLAUSIBLE,all developer tests pass,same-files,15,0.5163308000000001,279,196,5,0,30,12305,729774
Closure-160,Closure,160,PLAUSIBLE,all developer tests pass,same-files,22,0.26460320000000004,301,132,1,2,44,6292,540286
Closure-161,Closure,161,PLAUSIBLE,all developer tests pass,same-files,9,0.1049416,195,89,3,1,18,1903,167878
Closure-162,Closure,162,PLAUSIBLE,all developer tests pass,different,16,0.271461,311,154,13,0,32,7259,443220
Closure-163,Closure,163,PLAUSIBLE,all developer tests pass,different,23,0.8341132000000001,494,376,66,3,46,28172,1331011
Closure-164,Closure,164,PLAUSIBLE,all developer tests pass,same-files,19,0.36631220000000003,374,188,5,1,38,10381,606421
Closure-165,Closure,165,PLAUSIBLE,all developer tests pass,different,34,0.6731142000000001,514,322,41,6,68,20716,1330556
Closure-166,Closure,166,PLAUSIBLE,all developer tests pass,same-files,15,0.15890500000000002,324,114,8,1,30,2913,320545
Closure-167,Closure,167,PLAUSIBLE,all developer tests pass,same-files,54,1.1078216000000003,712,506,18,11,108,24264,2838373
Closure-168,Closure,168,PLAUSIBLE,all developer tests pass,identical,23,0.3459852,396,204,1,1,46,10378,629911
Closure-169,Closure,169,PLAUSIBLE,all developer tests pass,same-files,42,0.8058210000000002,558,321,101,32,84,21087,1785345
Closure-170,Closure,170,PLAUSIBLE,all developer tests pass,same-files,29,0.804221,603,476,40,0,58,28254,1360445
